Memory Usage,Inference_Time,Model_Output
0,267,0
0,273,0
0,271,0
0,267,0
0,272,0
0,275,0
0,271,0
0,266,0
0,272,0
0,277,0
0,273,0
0,277,0
0,270,0
0,276,4
0,271,0
0,264,0
0,263,0
0,276,0
0,261,0
0,275,0
0,275,3
0,267,0
0,268,0
0,265,0
24,268,0
0,276,5
0,272,0
0,278,0
0,272,0
0,273,0
0,273,0
0,274,0
4.29E+09,271,0
4.29E+09,432,0
0,463,0
0,265,0
0,260,0
0,264,0
24,273,0
0,279,2
0,272,5
0,276,3
0,275,3
0,282,4
0,274,0
0,264,0
0,275,0
0,273,0
0,275,0
0,446,4
0,274,4
0,272,0
0,260,0
0,278,3
4.29E+09,398,0
0,278,4
0,272,0
0,274,0
0,269,0
0,278,0
0,270,5
0,274,0
0,275,0
0,276,0
0,255,0
0,315,0
0,272,0
0,268,0
0,267,0
0,276,5
0,274,0
0,274,0
0,272,0
0,276,5
0,271,3
0,275,0
0,255,0
0,318,0
0,271,0
0,276,0
0,271,0
0,277,0
0,272,4
0,279,0
0,274,0
0,278,0
0,267,3
24,275,5
0,274,3
0,267,0
0,263,0
0,273,0
0,269,0
0,275,0
0,270,0
0,275,0
0,269,0
0,273,0
0,268,0
0,277,0
0,272,4
0,275,0
0,272,5
0,278,0
0,268,0
0,276,0
0,274,0
0,279,4
0,267,4
0,278,0
0,271,0
0,273,0
0,273,0
0,276,5
0,270,5
0,276,0
0,274,0
0,275,0
0,274,0
0,272,0
0,271,0
0,275,0
0,268,0
0,277,0
0,272,0
0,276,5
0,272,0
0,276,0
4.29E+09,475,4
0,276,4
0,278,0
0,273,0
0,273,0
0,276,0
0,274,3
0,276,4
0,269,0
0,275,0
0,262,0
0,271,0
0,272,3
0,265,0
0,270,0
0,275,0
0,272,0
0,266,0
0,267,0
0,277,5
0,260,0
0,267,0
4.29E+09,378,0
0,278,4
0,267,0
0,266,0
0,270,0
0,278,5
0,269,0
0,274,0
0,263,0
0,278,0
0,271,0
0,266,0
0,260,0
0,273,0
0,273,4
0,274,0
0,275,5
0,275,0
0,255,0
0,266,0
0,263,0
2324,278,0
0,270,0
0,268,0
0,271,5
0,276,0
0,263,0
0,268,0
4.29E+09,462,0
0,275,5
0,263,0
0,276,0
0,274,0
24,267,0
0,270,0
0,278,0
0,272,0
0,270,0
0,272,0
0,277,3
0,270,0
0,271,0
0,272,0
0,433,0
0,269,0
0,279,5
0,270,0
24,272,0
0,271,0
0,278,0
0,271,0
0,276,0
0,270,0
0,277,0
0,272,0
0,275,0
0,275,3
0,268,0
0,271,0
0,276,0
0,271,5
0,273,0
0,272,0
0,275,0
0,269,0
0,278,4
0,272,5
0,274,0
0,261,0
0,278,0
0,272,0
0,373,3
0,267,0
0,274,0
0,271,0
0,276,0
0,272,0
0,259,0
0,272,3
0,270,0
0,271,0
0,274,0
0,272,0
0,265,0
0,272,0
0,276,0
0,273,4
0,442,0
0,262,0
0,265,0
0,269,0
0,264,0
0,272,0
0,279,4
0,264,0
0,275,4
0,272,0
0,267,0
0,272,4
0,273,0
0,268,0
0,280,3
0,272,0
0,264,0
0,271,0
0,267,0
0,271,0
0,279,0
0,270,0
0,277,0
0,272,3
0,315,0
0,263,0
0,267,0
0,271,0
0,274,0
0,272,5
0,267,0
0,273,3
0,276,0
0,275,3
0,279,5
0,274,0
0,397,0
0,271,0
0,276,4
0,272,0
0,274,0
0,272,0
0,274,0
0,263,0
4.29E+09,314,0
0,262,0
0,278,5
0,269,0
0,275,0
0,267,3
0,263,0
0,270,0
0,278,3
0,265,0
0,266,0
0,274,5
0,274,0
0,274,3
0,277,0
24,260,0
0,274,0
0,271,0
0,277,5
0,274,4
0,277,5
0,274,4
0,267,0
0,271,0
0,279,0
0,271,4
24,275,0
0,275,0
0,277,0
0,270,0
0,276,0
0,271,0
0,461,5
4.29E+09,376,0
0,278,0
0,265,0
0,277,5
0,271,0
0,275,5
0,262,0
0,264,0
0,271,0
0,279,0
0,272,3
0,265,0
0,274,4
0,268,0
0,273,4
0,275,0
0,269,0
0,276,0
0,270,0
0,274,0
0,275,4
0,449,0
0,264,0
0,276,0
0,271,5
0,277,0
0,272,5
0,279,3
0,270,0
0,276,0
0,271,0
0,275,0
0,270,0
0,259,0
0,270,0
0,272,0
0,267,0
0,278,4
0,274,0
4.29E+09,414,0
0,261,0
0,277,0
0,271,0
0,277,0
0,273,3
0,275,0
0,267,0
0,265,0
0,272,0
0,276,0
0,269,0
0,279,4
0,261,0
0,275,0
0,267,0
0,279,3
0,264,0
0,263,0
0,273,0
0,273,0
0,262,0
0,274,0
0,270,0
0,275,0
0,255,0
0,259,0
0,274,4
0,276,0
0,262,0
0,276,0
0,264,0
0,276,4
0,272,4
0,276,0
0,268,0
0,278,0
0,262,0
0,265,0
0,263,0
0,266,0
0,260,0
0,275,0
0,264,0
0,274,0
0,271,0
0,266,0
0,275,4
0,266,0
0,273,5
0,274,0
0,269,0
0,275,0
0,272,0
0,274,0
0,269,0
0,277,0
0,270,0
0,274,0
0,274,0
0,265,0
0,379,0
0,276,0
0,273,0
0,268,0
0,272,0
0,273,0
0,262,0
0,278,0
0,276,0
24,276,0
0,267,0
0,264,0
0,262,0
0,277,0
0,259,0
0,282,0
0,265,0
0,278,4
0,269,0
0,276,0
0,272,0
0,279,0
0,269,0
0,277,5
0,272,0
0,351,0
0,270,0
0,277,0
0,277,0
0,270,0
0,259,0
0,263,0
0,266,0
0,267,0
0,267,0
0,283,4
0,274,5
4.29E+09,324,0
0,274,3
0,265,0
0,278,0
0,275,3
0,262,0
0,271,3
0,264,0
0,263,0
0,273,0
0,276,4
0,268,0
0,275,5
0,264,0
0,274,0
0,262,0
0,276,0
0,261,0
0,277,4
0,272,3
0,277,0
0,274,0
0,273,0
0,274,0
0,267,0
0,273,0
0,265,0
0,275,0
0,278,0
0,270,0
0,276,4
0,263,0
0,274,0
0,271,0
0,282,0
0,274,0
0,273,0
4.29E+09,273,0
0,264,0
0,275,0
0,276,0
0,261,0
0,265,0
0,272,0
0,280,4
0,273,0
0,274,0
0,273,5
0,264,0
0,271,0
0,274,0
0,271,0
0,275,0
0,273,4
0,268,0
0,274,4
0,275,0
0,272,0
2324,275,0
0,271,0
0,279,0
0,274,5
0,276,4
0,269,0
0,277,0
4.29E+09,457,0
0,275,0
0,271,0
0,273,0
0,272,0
0,269,0
0,271,0
0,276,0
0,272,0
0,276,0
0,260,0
0,275,0
0,271,0
0,273,0
0,274,0
0,279,0
0,273,0
0,277,5
0,271,0
0,275,4
0,270,0
0,441,4
0,271,0
0,277,3
0,263,0
0,266,0
0,273,0
0,274,0
0,274,4
0,276,0
0,269,0
0,279,4
0,273,5
0,279,5
0,271,5
0,274,0
0,270,0
0,273,0
0,272,3
0,278,4
0,275,4
0,279,0
0,272,0
0,275,0
0,272,5
0,263,0
0,275,5
0,275,0
0,272,4
0,277,0
0,272,0
4.29E+09,439,0
0,270,0
0,278,0
0,271,0
0,278,0
0,272,4
0,275,0
0,272,0
0,266,0
0,270,0
0,279,5
0,270,0
0,277,0
0,272,0
0,275,0
0,273,4
0,268,0
24,268,0
0,268,0
0,274,0
0,278,0
0,255,0
0,268,0
0,267,0
0,274,0
0,272,0
0,271,0
0,272,0
0,275,0
0,271,0
0,276,0
4.29E+09,446,0
0,279,4
0,261,0
0,279,3
0,264,0
0,264,0
0,270,2
0,264,0
0,271,0
0,278,0
0,273,0
0,274,0
0,273,0
0,277,3
0,274,0
0,260,0
0,271,0
0,278,4
0,270,0
0,274,0
4.29E+09,281,0
0,276,0
0,271,0
0,278,0
0,272,0
0,275,3
24,262,0
0,273,0
0,271,0
0,264,0
0,259,0
0,275,0
0,267,3
0,278,0
0,272,0
0,272,0
0,272,4
0,279,4
0,269,0
0,265,0
0,271,0
0,276,0
0,272,5
0,274,0
0,269,0
0,276,0
0,272,0
0,266,0
0,262,0
0,273,0
0,272,0
0,276,4
0,269,0
0,276,0
2324,275,0
4.29E+09,279,0
0,261,0
0,267,0
0,272,0
0,276,0
0,269,0
4.29E+09,473,0
0,274,4
0,275,0
0,269,0
0,275,0
0,274,0
0,276,0
0,273,5
24,275,0
0,263,0
0,278,5
0,271,0
0,265,0
0,271,0
0,265,0
0,265,0
0,279,0
0,275,0
0,277,0
0,270,0
0,276,0
0,272,0
0,279,5
0,345,4
0,264,0
0,261,0
0,274,0
0,272,0
0,274,0
0,268,0
0,278,4
0,262,0
0,264,0
0,272,0
0,272,0
0,273,0
0,277,3
0,268,0
0,273,0
0,264,0
0,260,0
0,263,0
0,268,0
0,267,0
0,275,0
0,263,0
0,276,0
0,274,4
0,275,4
0,326,0
0,274,0
0,275,4
0,276,0
0,273,0
0,268,0
0,269,0
0,341,0
0,262,0
0,278,0
0,274,0
0,280,0
0,270,0
0,269,0
0,272,0
0,275,0
0,274,5
0,266,0
0,270,0
0,275,0
0,275,0
0,266,0
0,274,2
0,273,0
0,261,0
0,276,0
0,272,0
0,275,0
0,270,0
0,278,0
0,264,0
0,273,0
0,274,4
0,278,5
0,264,0
0,267,0
0,273,0
0,273,0
0,275,0
0,278,5
0,269,0
0,265,0
0,272,0
0,378,4
0,255,0
0,268,0
0,272,0
0,264,0
0,271,0
0,277,2
0,262,0
0,276,0
0,267,3
0,276,4
0,271,4
0,278,0
0,270,0
0,266,0
0,271,4
0,274,0
4.29E+09,418,0
0,276,4
0,273,3
0,275,3
0,261,0
0,278,0
0,273,0
0,277,0
0,273,3
0,279,0
0,275,0
0,276,0
0,270,0
0,280,0
0,272,0
0,276,0
0,272,0
0,276,0
0,273,0
0,265,0
0,264,0
0,277,4
0,271,0
0,265,0
0,274,0
0,267,0
0,272,0
0,274,0
0,275,3
0,276,0
0,264,0
0,278,3
0,268,0
0,265,0
0,273,5
0,274,0
0,262,0
0,318,4
0,270,0
0,276,0
0,268,0
0,278,4
0,273,0
0,264,0
0,262,0
0,276,0
0,275,4
0,268,0
0,272,0
0,276,0
0,255,0
0,279,0
0,271,0
0,263,0
0,263,0
24,273,0
0,273,0
0,265,0
0,274,4
0,265,0
0,271,5
0,275,0
0,261,0
4.29E+09,386,0
0,271,0
0,273,0
0,271,0
0,279,4
0,274,0
0,278,0
0,272,0
0,277,0
0,270,0
0,277,0
0,270,0
0,271,0
0,263,0
0,275,0
0,274,0
0,259,0
0,421,0
0,276,0
0,273,0
24,266,0
0,260,0
0,277,0
0,260,0
0,268,0
0,269,0
0,274,0
0,272,5
0,267,0
0,269,0
0,277,0
0,271,0
0,274,0
0,264,0
0,270,0
0,271,5
0,273,0
0,264,0
0,276,0
0,263,0
0,278,0
0,269,0
0,279,0
0,261,0
0,268,0
0,446,0
0,277,0
0,273,0
0,321,0
0,268,0
0,280,0
0,270,0
0,275,4
0,271,0
0,277,4
0,271,0
0,276,0
0,272,5
0,275,0
0,255,0
0,278,0
0,268,0
24,272,0
0,272,0
0,276,0
0,272,0
0,277,4
0,270,0
0,278,0
0,272,0
0,267,0
0,273,5
2324,315,0
0,263,0
0,276,0
0,274,0
0,276,0
0,269,0
0,277,0
0,271,0
0,273,0
0,274,0
0,273,0
0,270,0
0,278,0
0,271,0
0,274,0
0,293,0
0,276,0
0,264,0
0,274,0
0,270,0
0,274,0
0,274,0
0,275,0
0,273,0
0,265,0
0,271,3
0,277,4
0,273,4
0,274,0
0,262,0
0,277,0
0,273,3
0,278,0
0,274,0
0,275,0
0,275,0
0,264,0
0,270,0
0,268,0
0,264,0
0,273,0
0,260,0
0,275,5
0,274,0
0,276,0
0,271,0
0,271,0
0,271,0
0,267,0
0,262,0
0,274,0
0,259,0
0,273,0
0,260,0
0,275,0
0,272,0
0,276,0
0,263,0
0,272,0
0,271,5
0,277,0
0,272,4
32,294,2
0,269,0
0,280,4
0,269,0
0,272,0
0,261,0
0,279,0
0,274,0
0,277,0
0,271,4
0,265,0
24,263,0
0,269,0
0,255,0
0,279,0
0,271,4
0,275,0
0,259,0
4.29E+09,276,0
0,275,0
0,266,0
0,271,0
0,275,0
0,275,0
0,267,0
0,272,0
0,265,0
0,261,0
0,276,0
0,262,0
0,264,0
0,274,3
0,274,0
0,278,5
0,273,0
0,267,3
0,277,0
0,270,0
0,266,0
2324,262,0
0,276,0
0,268,0
0,265,0
0,272,3
0,276,5
4.29E+09,457,0
4.29E+09,472,0
0,274,0
0,275,0
0,273,0
0,279,0
0,272,0
0,279,0
0,273,4
0,276,0
0,264,0
0,275,0
0,272,5
0,274,0
0,272,3
0,266,0
0,268,0
0,275,0
0,271,4
0,275,0
0,263,0
0,276,4
0,261,0
0,268,0
0,273,5
0,274,0
0,274,0
0,266,0
0,272,3
0,275,0
0,265,0
0,276,0
0,264,0
0,276,0
0,275,0
0,275,0
0,260,0
0,277,0
0,274,0
0,277,5
0,270,0
0,266,0
0,256,0
0,276,0
0,272,0
0,276,0
0,272,3
0,263,0
0,262,0
0,271,4
0,261,0
0,276,0
0,270,0
0,277,0
0,273,4
0,278,0
0,269,0
0,273,0
0,273,5
0,276,0
0,271,0
0,269,0
0,261,0
0,263,0
0,272,4
0,278,0
0,273,5
0,277,0
0,271,0
0,277,0
0,272,0
0,273,0
0,270,0
0,263,0
0,268,0
0,278,0
0,271,0
0,266,0
0,272,4
0,267,0
0,269,0
0,279,0
0,261,0
0,265,0
0,266,3
0,275,0
0,272,4
0,266,0
0,273,4
0,276,0
0,409,0
0,275,0
0,270,0
0,275,0
0,260,0
0,278,0
0,273,0
0,277,0
0,264,0
0,268,0
0,264,0
0,275,0
0,261,0
0,278,5
0,273,0
24,273,0
0,272,5
0,275,0
0,271,0
0,352,0
0,271,0
0,280,0
0,263,0
0,278,0
0,274,4
0,277,4
0,273,0
0,278,5
0,268,0
0,278,4
0,267,0
0,273,0
0,272,5
0,275,0
0,267,0
0,264,0
0,273,0
0,276,0
0,275,4
0,275,0
0,272,0
0,274,3
0,272,4
0,276,0
0,271,0
0,276,5
0,261,0
24,279,0
0,271,0
0,273,0
0,272,0
0,276,0
0,261,0
0,277,0
0,260,0
0,276,4
0,273,0
0,271,3
0,260,0
0,271,0
0,270,0
0,271,0
0,270,0
0,275,0
0,275,0
0,263,0
0,275,0
0,274,0
4.29E+09,281,3
0,275,0
0,270,0
0,277,0
0,275,3
0,278,0
0,273,4
0,275,0
0,274,4
0,276,0
0,271,0
0,272,0
0,270,0
0,268,0
0,269,0
0,277,0
0,267,0
0,264,0
0,272,5
0,278,4
0,272,0
0,274,0
4.29E+09,439,3
0,276,0
0,260,0
0,279,3
0,275,0
0,273,0
0,272,0
0,276,0
0,271,0
0,278,0
0,267,0
0,272,0
0,269,0
0,276,0
0,268,0
0,274,0
0,274,0
0,280,0
0,259,0
0,276,0
0,272,0
0,276,0
0,269,0
0,276,0
0,270,0
0,277,0
0,271,5
0,263,0
0,275,0
0,273,0
0,271,0
0,275,0
0,274,0
0,277,0
0,265,0
0,276,0
0,271,0
4.29E+09,448,0
0,262,0
0,277,3
0,267,3
0,276,0
0,270,0
0,278,0
0,271,0
0,264,0
0,261,0
4.29E+09,277,0
0,261,0
0,279,4
0,269,0
0,275,0
0,272,0
0,276,0
0,260,0
0,277,0
0,272,0
0,266,0
0,271,0
0,277,0
0,260,0
0,272,0
0,266,0
0,272,0
4.29E+09,444,0
0,277,0
0,269,0
4.29E+09,276,0
0,269,0
0,260,0
0,275,0
0,278,5
0,262,0
0,275,0
0,263,0
0,277,4
0,268,0
0,259,0
0,261,0
0,275,0
0,264,0
0,266,0
0,262,0
0,275,0
0,264,0
0,271,0
0,264,0
0,280,3
0,271,0
0,266,0
0,264,0
0,275,5
0,271,0
0,267,0
0,267,3
24,273,0
0,271,5
0,273,0
0,415,4
4.29E+09,289,0
0,271,0
0,264,0
0,271,0
0,275,0
0,269,0
0,276,0
0,272,0
0,275,0
0,272,0
0,272,0
0,275,3
0,280,0
0,272,0
0,276,0
0,269,0
0,276,5
0,270,0
0,265,0
0,262,0
0,277,5
0,273,0
0,277,0
0,271,0
0,264,0
0,259,0
0,259,0
0,274,0
0,268,0
0,271,0
0,274,0
0,271,0
0,275,0
0,263,0
0,276,0
0,260,0
0,274,0
0,269,0
0,278,4
0,275,4
0,276,0
0,260,0
0,267,0
0,272,0
0,278,1
0,272,0
0,277,0
0,272,1
0,277,5
0,272,0
0,278,4
0,267,0
0,275,0
0,271,0
0,276,4
0,269,0
0,275,0
0,268,0
0,266,0
0,446,3
0,268,0
0,272,3
0,267,0
0,269,0
0,278,0
0,271,0
0,267,0
0,273,4
0,278,0
0,260,0
0,275,0
0,264,0
0,264,0
0,275,4
0,278,5
0,274,0
24,279,4
0,272,0
0,268,0
0,262,0
2324,354,0
0,271,5
0,279,0
0,271,5
0,276,4
0,271,0
0,265,0
0,275,3
0,275,0
0,268,0
0,276,0
0,276,4
0,276,0
0,260,0
0,274,0
0,274,0
0,273,0
0,272,4
0,266,0
0,274,2
4.29E+09,418,5
0,273,4
0,277,0
0,255,0
0,267,0
0,271,0
0,271,0
0,270,0
0,275,0
0,273,0
0,275,0
0,272,0
0,276,4
0,268,0
0,275,0
0,275,0
0,276,0
0,275,0
0,267,0
0,272,0
0,275,0
0,273,0
0,273,0
0,262,0
0,267,0
0,270,0
0,276,0
0,274,5
0,275,0
0,271,0
0,276,0
0,259,0
0,273,0
0,260,0
0,277,0
0,272,0
0,273,0
0,271,0
0,276,0
0,273,0
0,272,0
0,269,0
0,279,0
0,265,0
0,279,0
0,270,0
0,260,0
0,272,0
0,397,0
0,271,0
0,276,0
0,275,0
0,278,3
4.29E+09,275,0
0,276,0
0,259,0
0,277,3
0,269,0
0,279,4
0,272,4
0,276,0
0,261,0
0,275,0
0,274,5
0,275,0
0,304,0
0,265,0
0,264,0
0,274,3
0,274,5
0,278,0
0,273,0
0,279,0
0,270,0
0,274,4
0,270,0
0,276,3
0,267,0
0,434,2
0,273,0
0,276,0
0,274,0
0,264,0
0,276,2
0,273,0
0,271,0
0,278,0
0,273,2
0,275,5
0,274,0
0,276,5
0,272,4
0,268,0
0,274,3
0,272,0
0,264,0
0,278,0
0,272,4
0,268,0
0,267,0
0,278,0
0,262,0
24,279,0
0,269,0
0,279,5
0,272,0
0,275,0
0,274,0
0,338,0
0,270,0
0,277,0
0,262,0
0,280,4
0,272,3
0,273,0
0,269,0
0,276,4
0,270,0
0,267,0
0,273,0
0,277,3
4.29E+09,386,0
0,277,0
0,256,0
0,271,0
0,263,0
0,275,0
0,272,0
0,278,4
4.29E+09,284,0
0,276,0
0,275,0
0,266,0
0,272,4
4.29E+09,341,0
0,271,0
0,266,0
0,274,4
0,279,0
0,264,0
0,277,0
0,255,0
0,276,4
0,273,0
0,266,0
0,264,0
0,278,0
0,269,0
0,268,0
0,270,0
0,278,5
0,261,0
0,274,0
0,271,0
0,278,0
0,271,0
0,279,0
0,263,0
0,273,0
0,271,5
0,267,0
0,274,4
0,268,0
0,273,0
0,266,0
0,273,4
0,274,0
0,271,0
0,275,0
0,272,0
0,260,0
0,261,0
0,278,0
0,272,0
0,276,0
0,264,0
0,276,0
0,273,3
4.29E+09,325,0
0,274,3
0,278,0
0,273,4
0,277,3
0,274,0
0,278,4
0,273,0
0,277,0
0,269,0
0,278,0
0,273,4
0,264,0
0,259,0
0,260,0
0,271,0
0,273,0
0,260,0
0,278,0
0,275,4
0,272,0
0,267,0
0,266,0
0,272,0
2324,276,0
0,270,0
0,279,3
0,274,4
0,276,0
0,270,4
0,276,0
0,273,5
0,277,0
0,266,0
0,281,0
0,271,0
0,270,0
0,268,0
0,472,4
0,270,0
0,277,0
0,264,0
0,275,0
0,275,0
0,289,0
0,273,0
0,265,0
0,272,5
0,416,0
0,272,0
0,275,0
0,262,0
0,367,0
24,272,0
0,278,3
0,276,0
0,278,0
0,275,0
0,277,0
0,263,0
4.29E+09,277,0
0,267,3
0,278,4
0,275,3
0,275,0
0,263,0
0,264,0
0,272,0
0,278,0
0,274,5
0,277,0
0,270,0
0,267,0
0,266,0
0,278,4
0,271,0
0,276,5
0,273,4
0,265,0
0,269,0
0,267,0
2324,269,0
0,276,0
0,271,0
0,275,0
0,262,0
0,279,4
0,274,0
4.29E+09,458,0
0,269,0
0,277,0
0,261,0
0,273,0
24,263,0
0,269,0
0,270,0
0,280,0
0,263,0
0,272,0
0,268,0
0,276,4
0,271,0
0,274,0
0,270,0
0,274,0
0,272,0
0,273,0
0,263,0
0,274,0
0,275,0
0,273,0
0,275,0
0,275,0
0,259,0
0,276,0
0,267,0
0,275,0
0,259,0
0,270,4
0,268,0
0,273,0
0,266,0
0,275,0
0,275,5
0,278,0
4.29E+09,274,3
0,272,0
0,255,0
0,259,0
0,262,0
0,277,0
0,273,5
0,279,0
0,260,0
0,277,4
0,273,5
0,273,0
0,255,0
0,264,0
0,272,0
0,263,0
0,272,0
0,274,0
0,271,4
0,273,0
0,272,0
0,266,0
0,263,0
0,264,0
0,272,0
0,278,0
0,274,4
0,272,0
0,269,0
0,273,0
0,272,0
0,275,0
0,271,0
0,277,0
0,271,0
0,277,4
0,272,0
0,264,0
0,272,0
0,267,0
0,261,0
0,267,0
0,270,0
0,276,0
0,273,0
0,276,0
0,260,0
0,264,0
0,271,0
0,280,4
0,271,0
0,269,0
0,263,0
0,433,0
0,271,5
0,274,0
0,263,0
0,276,0
0,273,0
0,274,0
0,273,0
0,274,0
0,271,0
0,276,0
0,260,0
0,276,0
0,272,0
0,268,0
0,273,3
0,273,0
0,261,0
0,264,0
0,425,0
0,420,3
0,274,0
0,275,0
0,273,3
0,277,4
0,274,0
0,280,5
0,273,4
24,267,0
0,273,0
0,276,0
0,275,3
0,274,0
0,271,0
0,276,0
0,272,0
0,278,0
0,272,0
0,278,0
24,274,4
0,276,0
0,263,0
0,267,0
0,273,0
0,277,4
0,275,0
0,276,0
0,265,0
0,274,0
0,273,0
0,265,0
0,271,5
24,279,4
0,271,0
0,276,0
0,275,0
0,276,0
0,263,0
0,276,3
0,262,0
0,268,0
0,271,0
0,277,0
0,271,0
0,275,0
0,267,3
0,274,0
2324,275,0
0,279,0
0,270,0
0,274,0
0,271,0
0,279,5
0,274,3
4.29E+09,467,0
0,271,5
0,275,4
0,275,0
0,432,0
0,274,0
0,277,5
0,262,0
0,279,0
0,270,0
0,271,0
0,261,0
0,268,0
0,263,0
0,270,0
0,275,0
0,276,0
0,268,0
0,278,0
0,274,0
0,273,0
0,272,0
0,274,0
0,275,0
0,269,0
0,273,0
0,277,0
0,275,4
0,275,0
0,261,0
0,263,0
0,264,0
0,277,5
0,274,4
0,276,5
0,260,0
0,278,0
0,273,4
0,276,0
0,270,0
0,279,0
0,271,0
0,274,0
0,260,0
0,277,0
4.29E+09,281,0
0,274,0
0,274,0
0,276,0
0,262,0
0,281,0
0,272,4
0,274,0
0,274,0
0,264,0
0,271,0
0,275,0
0,271,3
0,274,0
0,271,0
4.29E+09,422,0
0,274,4
0,267,0
0,272,0
0,265,0
0,274,0
0,273,0
24,271,0
0,275,0
0,272,0
0,273,0
0,273,3
0,275,0
0,260,0
0,276,0
0,272,0
0,266,0
0,271,5
0,275,0
0,255,0
0,270,0
0,272,0
24,265,0
0,256,0
0,267,0
0,268,0
0,268,0
0,272,5
0,268,0
0,264,0
0,272,0
0,260,0
0,278,4
0,261,0
0,273,0
0,272,0
0,275,4
0,266,0
0,263,0
0,262,0
0,277,0
0,271,0
0,272,0
0,273,4
0,278,4
0,263,0
0,259,0
0,271,0
0,278,4
0,259,0
0,264,0
0,269,0
0,275,0
0,272,0
0,275,0
0,272,0
0,276,0
0,264,0
0,279,0
0,263,0
0,279,0
0,271,5
24,275,0
0,272,3
0,275,0
0,272,0
0,275,0
0,264,0
0,266,0
0,275,0
0,277,5
0,261,0
0,273,0
0,272,4
0,279,0
0,270,0
0,278,4
0,270,0
0,276,0
0,259,0
0,275,4
0,270,0
0,278,5
0,271,0
0,276,3
0,272,0
0,275,0
0,269,0
0,276,0
0,264,0
4.29E+09,472,0
0,272,0
0,275,4
0,272,4
0,277,0
0,269,0
0,276,5
4.29E+09,262,0
0,279,0
0,271,0
0,278,4
0,256,0
0,266,0
0,270,0
0,277,0
0,271,0
0,259,0
4.29E+09,273,5
0,276,0
0,272,0
0,278,0
0,271,0
0,276,0
0,269,0
0,276,5
0,272,0
0,274,0
0,273,4
0,278,5
0,260,0
0,278,0
0,266,0
0,278,3
0,269,0
0,275,0
0,268,0
0,276,0
0,273,0
0,275,0
0,272,0
0,277,0
0,263,0
0,274,0
0,271,1
0,275,0
0,260,0
0,274,0
0,274,0
0,276,5
0,272,0
0,273,0
0,273,5
0,443,0
0,275,4
0,264,0
0,272,0
0,279,4
0,270,0
0,276,1
0,272,0
0,273,0
0,271,0
0,278,4
0,271,0
0,279,0
0,263,0
0,268,0
0,269,0
0,266,0
0,272,0
0,274,0
0,272,0
0,275,0
0,264,0
0,268,0
0,260,0
0,274,0
0,273,0
0,279,5
0,270,0
0,268,0
0,275,5
0,268,0
0,275,4
0,276,0
0,261,0
0,273,0
0,275,4
0,275,0
0,269,0
0,275,0
0,264,0
0,278,4
0,265,0
0,267,0
0,273,0
0,276,0
0,262,0
0,277,4
0,275,5
0,274,0
0,269,0
0,275,0
0,274,3
0,273,0
0,269,0
0,277,5
0,272,4
0,275,0
0,273,0
0,259,0
0,255,0
0,277,0
0,272,0
0,265,0
0,274,5
0,334,0
0,255,0
0,273,0
0,273,0
0,277,0
0,255,0
0,278,4
0,272,3
0,278,0
0,260,0
0,264,0
0,255,0
0,275,0
0,262,0
0,279,3
24,269,0
0,268,0
0,272,0
0,278,4
0,255,0
0,271,5
2324,431,0
0,274,0
0,259,0
0,276,0
0,269,0
0,265,0
0,270,0
0,275,0
0,270,0
0,279,3
0,269,0
0,275,0
0,272,0
0,275,3
0,275,5
0,275,4
0,269,0
0,276,0
0,263,0
24,275,5
0,273,5
0,264,0
0,269,0
0,275,0
0,273,5
0,265,0
0,270,0
0,278,0
4.29E+09,343,0
0,279,3
0,274,0
0,276,0
0,261,0
0,275,4
0,264,0
0,276,0
0,272,0
0,271,0
0,274,0
0,264,0
0,274,4
0,267,0
0,271,0
0,274,0
0,263,0
0,275,0
0,275,0
0,273,0
0,272,0
0,277,0
0,269,0
0,273,0
4.29E+09,423,0
0,272,0
0,273,0
0,276,0
0,271,0
0,271,3
0,268,0
0,266,0
0,276,4
0,276,4
0,274,4
0,265,0
0,272,4
0,276,0
0,261,0
24,278,0
0,267,0
0,278,0
0,260,0
0,275,0
0,274,0
0,279,3
0,315,0
0,277,0
0,274,0
0,275,0
0,270,0
0,275,0
4.29E+09,462,0
4.29E+09,457,0
0,274,0
0,274,0
0,269,0
0,278,0
0,259,0
0,273,0
0,269,0
0,277,5
0,269,0
0,279,4
0,275,0
0,275,0
0,271,0
0,278,4
0,272,0
0,279,4
0,271,0
0,276,5
4.29E+09,358,0
0,273,0
0,265,0
32,292,0
0,272,0
0,275,0
0,269,0
24,275,0
0,275,3
0,275,0
0,274,0
0,275,4
0,272,4
0,277,4
4.29E+09,279,0
0,275,0
0,273,3
0,273,0
0,269,0
24,276,3
0,272,0
0,265,0
0,261,0
0,271,0
0,269,0
0,265,0
0,270,3
0,275,0
0,271,0
0,277,0
0,260,0
0,277,5
0,275,4
0,273,0
0,271,0
2324,275,0
0,261,0
0,266,0
0,271,0
4.29E+09,290,0
0,272,0
0,266,0
4.29E+09,466,5
0,272,0
0,269,0
0,277,4
0,275,0
0,276,0
0,270,0
0,264,0
0,274,5
0,277,0
0,270,0
0,269,0
0,272,0
0,276,4
0,270,0
0,275,0
0,274,4
0,273,0
0,263,0
0,268,0
0,273,0
0,338,0
0,275,0
0,274,0
0,271,0
0,265,0
0,275,4
0,278,4
0,271,0
0,276,0
0,275,4
0,277,0
0,272,0
0,275,0
0,274,0
0,279,4
